breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,sizes,product_details,URL
"Men,Designers,Birkenstock 1774,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/39/P00957574.jpg,Birkenstock 1774,Eliscu denim clogs,€ 330,€ 198,40% off,"EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Germany,Includes: shoe box, dust bag,Designer color name: Faded Denim,Item number: P00957574,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-1774-eliscu-denim-clogs-blue-p00957574
"Men,Designers,George Cleverley,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/c4/P00964652.jpg,George Cleverley,Colony croc-effect leather loafers,€ 630,€ 378,40% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 8.5 / EU 42.5,UK 9 / EU 43,UK 9.5 / EU 43.5,UK 10 / EU 44,UK 10.5 / EU 44.5,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: almond toe,Made in the UK,Includes: dust bags, shoe box,Designer color name: Black,Item number: P00964652,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/george-cleverley-colony-croc-effect-leather-loafers-black-p00964652
"Men,Designers,Birkenstock 1774,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/b4/P00957570.jpg,Birkenstock 1774,Milano patent leather sandals,€ 320,€ 192,40% off,"EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round open toe,Made in Germany,Includes: shoe box, dust bag,Designer color name: Port,Item number: P00957570,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-1774-milano-patent-leather-sandals-black-p00957570
"Men,Designers,On,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/c2/P00960521.jpg,On,Cloudeclipse running shoes,€ 160,€ 128,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Rock | Lima,Closure: lace-up,Item number: P00960521,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudeclipse-running-shoes-multicoloured-p00960521
"Men,Designers,Birkenstock 1774,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/93/P00957571.jpg,Birkenstock 1774,Milano denim sandals,€ 320,€ 160,50% off,"EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round open toe,Made in Germany,Includes: shoe box, dust bag,Designer color name: Dark Wash Denim,Item number: P00957571,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-1774-milano-denim-sandals-blue-p00957571
"Men,Designers,Salomon,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/29/P00951805.jpg,Salomon,Acs Pro trail running shoes,€ 170,€ 136,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: Green MilieuI/Metal/Sea Moss,Closure: dial cable lace,Item number: P00951805,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-acs-pro-trail-running-shoes-green-p00951805
"Men,Designers,Hoka One One,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/3e/P00970151.jpg,Hoka One One,Hopara sneakers,€ 100,€ 80,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: rubber,Lining: rubber,Sole: rubber insole and sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Oat Milk / Oat Milk,Trim: fabric,Item number: P00970151,True to size,Unisex style,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-hopara-sneakers-beige-p00970151
"Men,Designers,On,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/3d/P00960524.jpg,On,Cloudflyer 5 running shoes,€ 150,€ 120,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: rubber, fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Jungle | Lima,Closure: lace-up,Item number: P00960524,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudflyer-5-running-shoes-green-p00960524
"Men,Designers,Birkenstock 1774,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/20/P00957573.jpg,Birkenstock 1774,Arizona denim sandals,€ 305,€ 183,40% off,"EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round open toe,Made in Germany,Includes: shoe box, dust bag,Designer color name: Faded Denim,Item number: P00957573,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-1774-arizona-denim-sandals-blue-p00957573
"Men,Designers,On,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/e0/P00960522.jpg,On,Cloudflyer 5 running shoes,€ 150,€ 120,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Indonesia,Includes: shoe box,Designer color name: Glacier | Wolf,Closure: lace-up,Item number: P00960522,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudflyer-5-running-shoes-grey-p00960522
"Men,Designers,New Balance,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/0f/P00970184.jpg,New Balance,1906 sneakers,€ 145,€ 116,20% off,"US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 45.5,US 12 / EU 46.5,US 13 / EU 47.5","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in China,Includes: shoe box,Designer color name: Arctic Grey/Light Arctic Grey,Closure: lace-up,Trim: rubber,Item number: P00970184,True to size,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-1906-sneakers-grey-p00970184
"Men,Designers,Hoka One One,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/88/P00970170.jpg,Hoka One One,Clifton L leather-trimmed sneakers,€ 135,€ 108,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: calf leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: Oat Milk / Alabaster,Trim: fabric,Closure: lace-up,Item number: P00970170,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-clifton-l-leather-trimmed-sneakers-white-p00970170
"Men,Designers,Undercover,Shoes,Derby Shoes",https://www.mytheresa.com/media/1094/1238/100/a4/P00960172.jpg,Undercover,x George Cox leather Derby shoes,€ 505,€ 353,30% off,"UK 6 / EU 39,UK 7 / EU 40.5,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44.5","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in the UK,Includes: shoe box,Designer color name: Black,Closure: lace-up,Item number: P00960172,Fits large to size - we recommend trying one size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/undercover-x-george-cox-leather-derby-shoes-black-p00960172
"Men,Designers,Jacquemus,Shoes,Derby Shoes",https://www.mytheresa.com/media/1094/1238/100/3d/P00942110.jpg,Jacquemus,The Pavane leather loafers,€ 545,€ 327,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Black,Closure: lace-up,Item number: P00942110,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/jacquemus-the-pavane-leather-loafers-black-p00942110
"Men,Designers,Hoka One One,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/bd/P00970156.jpg,Hoka One One,Mafate Three2 sneakers,€ 170,€ 136,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: Stardust/Cloudless,Closure: lace-up,Item number: P00970156,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-mafate-three2-sneakers-grey-p00970156
"Men,Designers,Birkenstock,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/90/P00956988.jpg,Birkenstock,Boston Leve suede clogs,€ 135,€ 81,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: suede,Lining: fabric,Sole: rubber insole and sole,Toe shape: round toe,Made in Germany,Includes: shoe box,Designer color name: Dark Tea,Item number: P00956988,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-boston-leve-suede-clogs-brown-p00956988
"Men,Designers,Balenciaga,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/83/P00636491.jpg,Balenciaga,Pool logo rubber slides,€ 325,€ 195,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Toe shape: round open toe,Made in Italy,Item number: P00636491,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-pool-logo-rubber-slides-green-p00636491
"Men,Designers,Auralee,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/e9/P00944091.jpg,Auralee,Suede slippers,€ 605,€ 363,40% off,"JP 25 / EU 40.5,JP 26 / EU 41.5,JP 27 / EU 42.5,JP 28 / EU 43.5","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Japan,Includes: shoe box, dust bag,Designer color name: Beige Suede,Item number: P00944091,Fits large to size - we recommend trying one size smaller,Japanese sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/auralee-suede-slippers-beige-p00944091
"Men,Designers,George Cleverley,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/de/P00964641.jpg,George Cleverley,Joey leather loafers,€ 615,€ 369,40% off,"UK 6 / EU 40,UK 7 / EU 41,UK 7.5 / EU 41.5,UK 8 / EU 42,UK 8.5 / EU 42.5,UK 9 / EU 43,UK 9.5 / EU 43.5,UK 10 / EU 44,UK 10.5 / EU 44.5,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in the UK,Includes: shoe box,Designer color name: Dark Brown,Item number: P00964641,Fits slightly large to size - we recommend trying a half size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/george-cleverley-joey-leather-loafers-brown-p00964641
"Men,Designers,Rick Owens,Shoes,Boots,Ankle boots",https://www.mytheresa.com/media/1094/1238/100/84/P00955071.jpg,Rick Owens,Beatle leather biker boots,"€ 1,005",€ 603,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Dark Dust/Black,Closure: elasticated sides,Item number: P00955071,True to size,Half sizes please take the next size up,European sizes,9cm-3.5"" platform (size EU 38)  ,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/rick-owens-beatle-leather-biker-boots-black-p00955071
"Men,Designers,Balenciaga,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/1b/P00636506.jpg,Balenciaga,Speed 2.0 sneakers,€ 795,€ 477,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: fabric,Toe shape: round toe,Sole: fabric insole, rubber sole,Lining: fabric,Made in Italy,Designer color name: Mink Grey,Item number: P00636506,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-speed-2-0-sneakers-neutrals-p00636506
"Men,Designers,Norda,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/77/P00951881.jpg,Norda,002 running shoes,€ 230,€ 184,20% off,"US 8 / EU 40 2/3,US 8.5 / EU 41 1/3,US 9 / EU 42,US 9.5 / EU 42 2/3,US 10 / EU 43 1/3,US 10.5 / EU 44,US 11 / EU 44 2/3,US 11.5 / EU 45 1/3,US 12 / EU 46,US 12.5 / EU 46 2/3,US 13 / EU 47,US 14 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box, dust bag,Designer color name: Lichen,Closure: lace-up,Item number: P00951881,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/norda-002-running-shoes-green-p00951881
"Men,Designers,New Balance,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/97/P00970187.jpg,New Balance,2002R suede-trimmed sneakers,€ 135,€ 108,20% off,"US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 45.5,US 12 / EU 46.5,US 13 / EU 47.5","Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: DARK CAMO/DARK STONEWARE,Trim: fabric,Closure: lace-up,Item number: P00970187,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-2002r-suede-trimmed-sneakers-green-p00970187
"Men,Designers,Jil Sander,Shoes,Boots,Chelsea boots",https://www.mytheresa.com/media/1094/1238/100/78/P00935502.jpg,Jil Sander,Leather Chelsea boots,€ 915,€ 549,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Black,Closure: elasticated sides,Item number: P00935502,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/jil-sander-leather-chelsea-boots-black-p00935502
"Men,Designers,Tod's,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/31/P00950298.jpg,Tod's,Gommino shearling-lined suede loafers,€ 545,€ 327,40% off,"UK 7 / EU 40.5/41,UK 8 / EU 42,UK 9 / EU 43/43.5,UK 10 / EU 44.5,UK 11 / EU 45.5/46,UK 12 / EU 47","Upper: leather,Lining: shearling,Sole: shearling insole, leather sole,Toe shape: square toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Noce Chiaro,Item number: P00950298,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-gommino-shearling-lined-suede-loafers-brown-p00950298
"Men,Designers,Polo Ralph Lauren,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/40/P00950629.jpg,Polo Ralph Lauren,Alston suede Penny loafers,€ 185,€ 129,30% off,"UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47,UK 14 / EU 48","Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Dark Brown,Item number: P00950629,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/polo-ralph-lauren-alston-suede-penny-loafers-brown-p00950629
"Men,Designers,New Balance,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/58/P00970183.jpg,New Balance,1906 sneakers,€ 145,€ 116,20% off,"US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 45.5,US 12 / EU 46.5,US 13 / EU 47.5","Upper: fabric, rubber,Lining: fabric,Sole: rubber insole and sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: Pale Moss/ Ambient Light,Item number: P00970183,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-1906-sneakers-beige-p00970183
"Men,Designers,On,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/f5/P00960515.jpg,On,Cloudsurfer sneakers,€ 135,€ 108,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: Black | Lima,Closure: lace-up,Item number: P00960515,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudsurfer-sneakers-black-p00960515
"Men,Designers,Norda,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/01/P00951880.jpg,Norda,002 running shoes,€ 230,€ 184,20% off,"US 8 / EU 40 2/3,US 8.5 / EU 41 1/3,US 9 / EU 42,US 9.5 / EU 42 2/3,US 10 / EU 43 1/3,US 10.5 / EU 44,US 11 / EU 44 2/3,US 11.5 / EU 45 1/3,US 12 / EU 46,US 12.5 / EU 46 2/3,US 13 / EU 47,US 14 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box, dust bag,Designer color name: Oak,Closure: lace-up,Item number: P00951880,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/norda-002-running-shoes-brown-p00951880
